Date,Open,High,Low,Close,Adj Close,Volume,% Change
2012-01-04T00:00:00.000,8.960499763,9.024999619,8.803500175,8.875499725,8.875499725,84104000,-0.84902211
2012-01-05T00:00:00.000,8.796999931,8.912500381,8.702500343,8.88049984,8.88049984,76182000,0.056336146
2012-01-06T00:00:00.000,8.903499603,9.232500076,8.875,9.13049984,9.13049984,140168000,2.815156855
2012-01-09T00:00:00.000,9.137999535,9.218500137,8.850000381,8.92800045,8.92800045,101138000,-2.217834655
2012-01-10T00:00:00.000,9.055000305,9.119999886,8.854999542,8.967000008,8.967000008,79716000,0.436822979
2012-01-11T00:00:00.000,8.982000351,9.038499832,8.909500122,8.944999695,8.944999695,62054000,-0.245347527
2012-01-12T00:00:00.000,8.970999718,8.974499702,8.787500381,8.796500206,8.796500206,107716000,-1.660139675
2012-01-13T00:00:00.000,8.790499687,8.93999958,8.675000191,8.920999527,8.920999527,95070000,1.415327893
2012-01-17T00:00:00.000,9.007499695,9.164999962,8.925499916,9.083000183,9.083000183,112890000,1.815947368
2012-01-18T00:00:00.000,9.097000122,9.512499809,9.055999756,9.472000122,9.472000122,149470000,4.282725213
2012-01-19T00:00:00.000,9.543999672,9.796999931,9.517999649,9.722499847,9.722499847,141920000,2.644633891
2012-01-20T00:00:00.000,9.535499573,9.645000458,9.451999664,9.546500206,9.546500206,112206000,-1.810230334
2012-01-23T00:00:00.000,9.539500237,9.586500168,9.261500359,9.304499626,9.304499626,91706000,-2.534966476
2012-01-24T00:00:00.000,9.25,9.420499802,9.190999985,9.350000381,9.350000381,93476000,0.489018831
2012-01-25T00:00:00.000,9.349499702,9.408499718,9.230500221,9.390000343,9.390000343,86128000,0.427807061
2012-01-26T00:00:00.000,9.465000153,9.742500305,9.436499596,9.666000366,9.666000366,117472000,2.939297261
2012-01-27T00:00:00.000,9.654500008,9.824999809,9.616499901,9.768500328,9.768500328,93180000,1.060417525
2012-01-30T00:00:00.000,9.684000015,9.75,9.506500244,9.607500076,9.607500076,108482000,-1.648157305
2012-01-31T00:00:00.000,9.699999809,9.781499863,9.484999657,9.722000122,9.722000122,255444000,1.191777724
2012-02-01T00:00:00.000,8.690500259,8.99750042,8.600000381,8.972999573,8.972999573,426732000,-7.704181649
2012-02-02T00:00:00.000,8.982500076,9.097000122,8.840000153,9.086000443,9.086000443,174726000,1.259343309
2012-02-03T00:00:00.000,9.141500473,9.395000458,9.094499588,9.383999825,9.383999825,162410000,3.279764115
2012-02-06T00:00:00.000,9.31400013,9.328000069,9.145999908,9.156999588,9.156999588,106200000,-2.419013648
2012-02-07T00:00:00.000,9.132499695,9.246999741,9.102999687,9.209500313,9.209500313,102078000,0.573339818
2012-02-08T00:00:00.000,9.24750042,9.324500084,9.145500183,9.274000168,9.274000168,109532000,0.700362157
2012-02-09T00:00:00.000,9.225000381,9.284500122,9.088000298,9.248999596,9.248999596,143784000,-0.269577008
2012-02-10T00:00:00.000,9.170999527,9.381500244,9.126000404,9.277000427,9.277000427,115942000,0.302744435
2012-02-13T00:00:00.000,9.358499527,9.625,9.284000397,9.579500198,9.579500198,121428000,3.260749781
2012-02-14T00:00:00.000,9.553999901,9.678500175,9.305000305,9.56499958,9.56499958,190542000,-0.151371342
2012-02-15T00:00:00.000,9.564499855,9.576999664,9.163000107,9.223500252,9.223500252,155888000,-3.570301554
2012-02-16T00:00:00.000,8.889499664,9.083999634,8.756999969,8.996500015,8.996500015,251276000,-2.461107284
2012-02-17T00:00:00.000,9.004500389,9.170499802,8.968000412,9.125,9.125,148362000,1.428333069
2012-02-21T00:00:00.000,9.132499695,9.237500191,9.029000282,9.112999916,9.112999916,135130000,-0.131507769
2012-02-22T00:00:00.000,9.097499847,9.149499893,9.014499664,9.029000282,9.029000282,115708000,-0.921756113
2012-02-23T00:00:00.000,8.982000351,9.037500381,8.847999573,8.944499969,8.944499969,103076000,-0.935876732
2012-02-24T00:00:00.000,8.984999657,9.036999702,8.918499947,8.956500053,8.956500053,73374000,0.134161596
2012-02-27T00:00:00.000,8.876999855,8.959500313,8.824999809,8.92650032,8.92650032,74124000,-0.334949286
2012-02-28T00:00:00.000,8.944999695,9.214500427,8.897500038,9.18999958,9.18999958,115290000,2.951876441
2012-02-29T00:00:00.000,9.194499969,9.199999809,8.950499535,8.984499931,8.984499931,106006000,-2.236122507
2012-03-01T00:00:00.000,8.99450016,9.024499893,8.829000473,9.001999855,9.001999855,98720000,0.194779051
2012-03-02T00:00:00.000,8.973999977,9.092000008,8.946000099,8.965000153,8.965000153,73156000,-0.411016475
2012-03-05T00:00:00.000,8.949999809,9.090999603,8.909000397,9.012999535,9.012999535,93654000,0.535408602
2012-03-06T00:00:00.000,8.934000015,9.175000191,8.902000427,9.054499626,9.054499626,112244000,0.460447062
2012-03-07T00:00:00.000,9.132499695,9.274999619,9.119999886,9.188500404,9.188500404,99030000,1.479935764
2012-03-08T00:00:00.000,9.208499908,9.418999672,9.18999958,9.381999969,9.381999969,84430000,2.105888411
2012-03-09T00:00:00.000,9.339500427,9.359999657,9.171999931,9.215999603,9.215999603,90212000,-1.769349464
2012-03-12T00:00:00.000,9.206500053,9.270000458,9.109999657,9.169500351,9.169500351,51752000,-0.504549201
2012-03-13T00:00:00.000,9.196000099,9.243499756,9.038499832,9.229499817,9.229499817,88116000,0.654337354
2012-03-14T00:00:00.000,9.182499886,9.215999603,9.05700016,9.112999916,9.112999916,73994000,-1.262255844
2012-03-15T00:00:00.000,9.100999832,9.221500397,9.015000343,9.221500397,9.221500397,83202000,1.190612111
2012-03-16T00:00:00.000,9.163999557,9.284000397,9.117500305,9.25249958,9.25249958,98680000,0.336162038
2012-03-19T00:00:00.000,9.172499657,9.333999634,9.149999619,9.276000023,9.276000023,78068000,0.253990203
2012-03-20T00:00:00.000,9.244000435,9.720499992,9.144000053,9.616499901,9.616499901,183308000,3.670761935
2012-03-21T00:00:00.000,9.625,9.713999748,9.562999725,9.586500168,9.586500168,84288000,-0.311961039
2012-03-22T00:00:00.000,9.527000427,9.703000069,9.512999535,9.619999886,9.619999886,74792000,0.349446796
2012-03-23T00:00:00.000,9.600500107,9.81000042,9.590000153,9.751999855,9.751999855,119680000,1.372141071
2012-03-26T00:00:00.000,9.824000359,10.14850044,9.774999619,10.14350033,10.14350033,152274000,4.014566026
2012-03-27T00:00:00.000,10.17949963,10.49250031,10.14400005,10.27200031,10.27200031,192016000,1.266820926
2012-03-28T00:00:00.000,10.30700016,10.35000038,10.01550007,10.05799961,10.05799961,124900000,-2.083340103
2012-03-29T00:00:00.000,10.06400013,10.26550007,10.03149986,10.23050022,10.23050022,114224000,1.715058829
2012-03-30T00:00:00.000,10.2510004,10.34249973,10.09350014,10.12549973,10.12549973,88762000,-1.026347624
2012-04-02T00:00:00.000,9.901000023,9.994999886,9.850000381,9.902500153,9.902500153,128606000,-2.202356217
2012-04-03T00:00:00.000,9.911999702,10.11950016,9.875,9.982999802,9.982999802,100014000,0.812922472
2012-04-04T00:00:00.000,9.847499847,9.883999825,9.618000031,9.699500084,9.699500084,109138000,-2.839824936
2012-04-05T00:00:00.000,9.677499771,9.80150032,9.677499771,9.719499588,9.719499588,64350000,0.206191081
2012-04-09T00:00:00.000,9.600999832,9.710000038,9.524999619,9.593500137,9.593500137,62718000,-1.296357385
2012-04-10T00:00:00.000,9.637499809,9.675999641,9.328499794,9.348999977,9.348999977,89100000,-2.548602249
2012-04-11T00:00:00.000,9.481499672,9.598500252,9.339500427,9.398500443,9.398500443,86756000,0.529473372
2012-04-12T00:00:00.000,9.402999878,9.612999916,9.280500412,9.534500122,9.534500122,80558000,1.447035944
2012-04-13T00:00:00.000,9.494999886,9.496999741,9.312999725,9.423000336,9.423000336,68636000,-1.169435051
2012-04-16T00:00:00.000,9.450499535,9.473500252,9.182499886,9.274999619,9.274999619,80886000,-1.570632621
2012-04-17T00:00:00.000,9.360500336,9.501999855,9.343500137,9.419500351,9.419500351,56584000,1.557959443
2012-04-18T00:00:00.000,9.440999985,9.672499657,9.437000275,9.553500175,9.553500175,80038000,1.4225789
2012-04-19T00:00:00.000,9.646499634,9.727499962,9.487500191,9.555000305,9.555000305,80048000,0.015702409
2012-04-20T00:00:00.000,9.616999626,9.673999786,9.489999771,9.498999596,9.498999596,64872000,-0.586087993
2012-04-23T00:00:00.000,9.449500084,9.449500084,9.275500298,9.411999702,9.411999702,69620000,-0.915884797
2012-04-24T00:00:00.000,9.434000015,9.534999847,9.325499535,9.516500473,9.516500473,67526000,1.110292965
2012-04-25T00:00:00.000,9.583499908,9.739999771,9.579999924,9.720999718,9.720999718,79102000,2.148891237
2012-04-26T00:00:00.000,9.678500175,9.81799984,9.651000023,9.799500465,9.799500465,204680000,0.807537804
2012-04-27T00:00:00.000,11.2414999,11.43449974,11.01099968,11.34249973,11.34249973,442338000,15.74569309
2012-04-30T00:00:00.000,11.19750023,11.69200039,11.15250015,11.59500027,11.59500027,195138000,2.226145382
2012-05-01T00:00:00.000,11.47000027,11.64850044,11.42000008,11.50199986,11.50199986,135098000,-0.802073392
2012-05-02T00:00:00.000,11.39099979,11.57199955,11.36999989,11.51249981,11.51249981,91868000,0.091288075
2012-05-03T00:00:00.000,11.48700047,11.62650013,11.40149975,11.47249985,11.47249985,81110000,-0.3474481
2012-05-04T00:00:00.000,11.39000034,11.48600006,11.18700027,11.19950008,11.19950008,91704000,-2.37960137
2012-05-07T00:00:00.000,11.11800003,11.34350014,11.11450005,11.25800037,11.25800037,66286000,0.522347332
2012-05-08T00:00:00.000,11.15750027,11.26949978,10.90999985,11.19499969,11.19499969,90448000,-0.559608074
2012-05-09T00:00:00.000,11.02950001,11.28899956,11.00800037,11.14900017,11.14900017,74240000,-0.410893508
2012-05-10T00:00:00.000,11.19550037,11.45400047,11.09749985,11.33450031,11.33450031,92968000,1.663827627
2012-05-11T00:00:00.000,11.29749966,11.5340004,11.28649998,11.38399982,11.38399982,83872000,0.436715429
2012-05-14T00:00:00.000,11.27999973,11.36450005,11.12549973,11.14649963,11.14649963,61932000,-2.086263127
2012-05-15T00:00:00.000,11.32499981,11.53050041,11.14999962,11.21949959,11.21949959,114274000,0.654913709
2012-05-16T00:00:00.000,11.25,11.39999962,11.125,11.20300007,11.20300007,105236000,-0.147061099
2012-05-17T00:00:00.000,11.25249958,11.30000019,10.90450001,10.91800022,10.91800022,90110000,-2.543960061
2012-05-18T00:00:00.000,10.97049999,10.98149967,10.64050007,10.69250011,10.69250011,104634000,-2.065397529
2012-05-21T00:00:00.000,10.70149994,10.9989996,10.64099979,10.90550041,10.90550041,71596000,1.992053264
2012-05-22T00:00:00.000,10.91549969,10.94349957,10.69799995,10.76650047,10.76650047,74662000,-1.27458561
2012-05-23T00:00:00.000,10.73550034,10.87749958,10.55900002,10.86400032,10.86400032,84876000,0.905585317
2012-05-24T00:00:00.000,10.84899998,10.88300037,10.63500023,10.76200008,10.76200008,62822000,-0.938882856
2012-05-25T00:00:00.000,10.74950027,10.79899979,10.61100006,10.64449978,10.64449978,43428000,-1.091807324
2012-05-29T00:00:00.000,10.71500015,10.82750034,10.61450005,10.73750019,10.73750019,53878000,0.873694527
2012-05-30T00:00:00.000,10.60700035,10.64900017,10.38749981,10.46150017,10.46150017,81564000,-2.570430901
2012-05-31T00:00:00.000,10.47399998,10.68949986,10.35550022,10.64550018,10.64550018,98880000,1.758830113
2012-06-01T00:00:00.000,10.42199993,10.5614996,10.36499977,10.41100025,10.41100025,79030000,-2.202808016
2012-06-04T00:00:00.000,10.36999989,10.76749992,10.31849957,10.72850037,10.72850037,85992000,3.04966004
2012-06-05T00:00:00.000,10.69250011,10.84300041,10.55799961,10.66049957,10.66049957,70878000,-0.633833165
2012-06-06T00:00:00.000,10.73149967,10.92000008,10.72599983,10.88199997,10.88199997,54202000,2.077767512
2012-06-07T00:00:00.000,10.98250008,11.07450008,10.90550041,10.93999958,10.93999958,70078000,0.532986685
2012-06-08T00:00:00.000,10.93050003,10.97099972,10.83300018,10.92399979,10.92399979,57540000,-0.146250408
