Date,Open,High,Low,Close,Adj Close,Volume,% Change
2012-01-04T00:00:00.000,16.56366539,16.6936779,16.4538269,16.64461136,16.64461136,114989399,0.43131084
2012-01-05T00:00:00.000,16.491436,16.53726387,16.34448624,16.41372681,16.41372681,131808205,-1.387142944
2012-01-06T00:00:00.000,16.41721344,16.43838501,16.18408775,16.18981743,16.18981743,108119746,-1.364159284
2012-01-09T00:00:00.000,16.10214424,16.11459923,15.47275352,15.50338936,15.50338936,233776981,-4.239875299
2012-01-10T00:00:00.000,15.68495941,15.78583145,15.36515808,15.52032566,15.52032566,176483032,0.109242578
2012-01-11T00:00:00.000,15.52929211,15.67599297,15.47001457,15.59056282,15.59056282,96359832,0.452549523
2012-01-12T00:00:00.000,15.72157192,15.76316643,15.60401154,15.68221855,15.68221855,75289148,0.587892382
2012-01-13T00:00:00.000,15.59803486,15.61522007,15.46852016,15.56640339,15.56640339,92637933,-0.738512617
2012-01-17T00:00:00.000,15.7405014,15.7405014,15.5835886,15.65581799,15.65581799,76658261,0.574407551
2012-01-18T00:00:00.000,15.60725021,15.79081154,15.49492073,15.76366425,15.76366425,110882061,0.688857396
2012-01-19T00:00:00.000,15.96490955,15.96490955,15.7275486,15.92954159,15.92954159,253157352,1.05227655
2012-01-20T00:00:00.000,14.70812035,14.71982574,14.48819542,14.59504414,14.59504414,424637703,-8.377500661
2012-01-23T00:00:00.000,14.59529305,14.6615448,14.52455807,14.58333778,14.58333778,137027695,-0.080207721
2012-01-24T00:00:00.000,14.6032629,14.63713646,14.39603996,14.46901703,14.46901703,122690156,-0.783913509
2012-01-25T00:00:00.000,14.38383579,14.41372395,14.1066246,14.18408489,14.18408489,200255805,-1.969257041
2012-01-26T00:00:00.000,14.24610233,14.30836868,14.06104565,14.14946365,14.14946365,129531704,-0.244085106
2012-01-27T00:00:00.000,14.21621418,14.45382404,14.18010044,14.44535542,14.44535542,145242371,2.091187122
2012-01-30T00:00:00.000,14.39728546,14.44585323,14.2814703,14.38831902,14.38831902,93569411,-0.394842482
2012-01-31T00:00:00.000,14.52057266,14.54547977,14.32505608,14.44859314,14.44859314,86017210,0.418910118
2012-02-01T00:00:00.000,14.56889153,14.58283997,14.42443371,14.46652603,14.46652603,93175942,0.124115142
2012-02-02T00:00:00.000,14.56714916,14.60550499,14.49765873,14.57312584,14.57312584,96950036,0.736872194
2012-02-03T00:00:00.000,14.71135807,14.87100983,14.64635181,14.85257912,14.85257912,127215053,1.917593251
2012-02-06T00:00:00.000,14.81970215,15.21372509,14.79479504,15.17038822,15.17038822,147735682,2.139757024
2012-02-07T00:00:00.000,15.12206936,15.17786026,15.03763485,15.11260414,15.11260414,83997668,-0.380900473
2012-02-08T00:00:00.000,15.15917969,15.22667694,15.06204414,15.18931675,15.18931675,73731331,0.507606814
2012-02-09T00:00:00.000,15.24336433,15.30513287,15.16814613,15.22941589,15.22941589,90927546,0.263995706
2012-02-10T00:00:00.000,15.14025116,15.14647675,15.04361343,15.09118462,15.09118462,93356617,-0.907659745
2012-02-13T00:00:00.000,15.20550632,15.28869438,15.19355106,15.2478466,15.2478466,72924318,1.038102649
2012-02-14T00:00:00.000,15.23140907,15.24286556,15.06254196,15.18707466,15.18707466,72418428,-0.398560818
2012-02-15T00:00:00.000,15.26602936,15.26602936,15.0077467,15.08246708,15.08246708,97399715,-0.688793493
2012-02-16T00:00:00.000,15.0142231,15.163414,14.88744831,15.1063776,15.1063776,101615457,0.158531906
2012-02-17T00:00:00.000,15.06777191,15.13402367,15.00376225,15.05955315,15.05955315,98331193,-0.309964814
2012-02-21T00:00:00.000,15.04037476,15.38931656,15.01571655,15.29267883,15.29267883,99603946,1.548025259
2012-02-22T00:00:00.000,15.24186993,15.36192036,15.11110973,15.14174461,15.14174461,78974912,-0.986970439
2012-02-23T00:00:00.000,15.11833286,15.14174461,14.95270443,15.09616566,15.09616566,82508106,-0.301015225
2012-02-24T00:00:00.000,15.1270504,15.23414898,15.08122158,15.19056225,15.19056225,77714204,0.625301771
2012-02-27T00:00:00.000,15.10812092,15.25183201,15.070014,15.17586708,15.17586708,72827958,-0.096738799
2012-02-28T00:00:00.000,15.19305325,15.43639088,15.13526917,15.40201855,15.40201855,114330940,1.490204581
2012-02-29T00:00:00.000,15.4072504,15.58159637,15.33003902,15.39853287,15.39853287,125946315,-0.022631317
2012-03-01T00:00:00.000,15.49840832,15.58408737,15.39604187,15.50189495,15.50189495,89843498,0.671246308
2012-03-02T00:00:00.000,15.49193192,15.54174614,15.45008945,15.4732523,15.4732523,63167885,-0.18476873
2012-03-05T00:00:00.000,15.45282936,15.50413704,15.22742367,15.29890633,15.29890633,63970883,-1.126757108
2012-03-06T00:00:00.000,15.14448547,15.163414,14.79056072,15.067523,15.067523,127451937,-1.512417416
2012-03-07T00:00:00.000,15.16939068,15.22269154,15.08993912,15.11335087,15.11335087,50769586,0.304149963
2012-03-08T00:00:00.000,15.19404888,15.23041344,15.10214329,15.12182045,15.12182045,54021731,0.056040396
2012-03-09T00:00:00.000,15.14199448,15.24037457,14.94398594,14.95021343,14.95021343,107224403,-1.134830413
2012-03-12T00:00:00.000,14.94398594,15.11833286,14.92555523,15.07225513,15.07225513,67010233,0.816320803
2012-03-13T00:00:00.000,15.16191864,15.38856983,15.08221817,15.38682556,15.38682556,90168712,2.087082684
2012-03-14T00:00:00.000,15.31758595,15.51136017,15.27923012,15.34224415,15.34224415,117916329,-0.289737562
2012-03-15T00:00:00.000,15.35743713,15.52929211,15.31335163,15.47026443,15.47026443,97769094,0.834429992
2012-03-16T00:00:00.000,15.46428585,15.58931732,15.44336414,15.56764889,15.56764889,122477361,0.629494429
2012-03-19T00:00:00.000,15.51982784,15.87225723,15.47300339,15.79031372,15.79031372,87237768,1.430304824
2012-03-20T00:00:00.000,15.71409988,15.84212017,15.62318993,15.77810955,15.77810955,61850967,-0.077288966
2012-03-21T00:00:00.000,15.80600452,16.12431145,15.75370121,15.93975353,15.93975353,99154267,1.024482568
